,Class,H00:00,H00:15,H00:30,H00:45,H01:00,H01:15,H01:30,H01:45,H02:00,H02:15,H02:30,H02:45,H03:00,H03:15,H03:30,H03:45,H04:00,H04:15,H04:30,H04:45,H05:00,H05:15,H05:30,H05:45,H06:00,H06:15,H06:30,H06:45,H07:00,H07:15,H07:30,H07:45,H08:00,H08:15,H08:30,H08:45,H09:00,H09:15,H09:30,H09:45,H10:00,H10:15,H10:30,H10:45,H11:00,H11:15,H11:30,H11:45,H12:00,H12:15,H12:30,H12:45,H13:00,H13:15,H13:30,H13:45,H14:00,H14:15,H14:30,H14:45,H15:00,H15:15,H15:30,H15:45,H16:00,H16:15,H16:30,H16:45,H17:00,H17:15,H17:30,H17:45,H18:00,H18:15,H18:30,H18:45,H19:00,H19:15,H19:30,H19:45,H20:00,H20:15,H20:30,H20:45,H21:00,H21:15,H21:30,H21:45,H22:00,H22:15,H22:30,H22:45,H23:00,H23:15,H23:30,H23:45
6504,4,-0.25893,-0.74633,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.74633,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.74633,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.74633,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,-0.25893,0.71586,-0.25893,-0.25893,0.22847,-0.25893,-0.25893,2.6655,5.5898,1.6907,0.22847,0.22847,-0.25893,0.22847,-0.25893,0.22847,4.615,4.615,1.6907,0.22847,-0.25893,-0.25893,0.22847,-0.25893,-0.25893
6505,4,0.049422,-0.31554,-0.31554,0.049422,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,4.064,4.4289,3.699,3.699,3.699,0.049422,-0.31554,-0.31554,0.049422,-0.31554,-0.31554,-0.31554,0.049422,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,2.9691,1.1443,-0.31554,0.049422,-0.31554,0.049422,-0.31554,0.049422,-0.31554,0.049422,-0.31554,0.049422,-0.31554,0.049422,-0.31554,0.049422,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554,-0.31554
6506,4,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,-0.52939,2.4748,2.7252,2.4748,2.9755,2.4748,-0.27904,1.9741,0.47202,-0.27904,-0.52939,-0.52939,-0.52939,1.2231,2.2245,0.22167,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,-0.27904,-0.52939,0.72237,1.9741,1.9741,1.9741,1.9741,1.9741,2.2245,1.7238,1.9741,0.22167,-0.27904,-0.52939,-0.52939
6507,4,-0.91824,-0.73108,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,-0.91824,0.39186,1.5148,1.3276,1.1405,1.3276,1.5148,1.3276,1.3276,1.3276,1.1405,0.95333,1.1405,0.95333,0.95333,0.95333,0.76617,-0.73108,-0.54392,-0.91824,-0.91824,-0.73108,-0.91824,0.39186,0.76617,-0.73108,-0.91824,-0.73108,-0.91824,-0.73108,-0.91824,-0.73108,-0.91824,-0.73108,-0.35677,1.5148,1.5148,1.3276,1.3276,1.1405,1.1405,1.1405,-0.91824,-0.73108,-0.91824,0.39186,1.3276,0.95333,1.1405,0.95333,1.1405,1.3276,1.1405,1.1405,1.1405,0.95333,1.1405,1.1405,0.95333,1.1405,1.1405,0.95333,-0.54392,-0.91824,-0.91824,-0.73108,-0.91824,-0.91824
6508,4,-0.27775,-0.52465,-0.52465,-0.52465,0.21603,2.4381,2.1912,1.9443,2.1912,1.4505,-0.52465,-0.27775,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.27775,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.52465,-0.030862,2.4381,1.9443,1.9443,1.9443,1.9443,-0.27775,1.6974,2.1912,-0.52465,-0.27775,-0.52465,-0.52465,0.21603,-0.52465,-0.52465,-0.27775,-0.52465,-0.52465,1.6974,2.1912,2.1912,2.1912,2.1912,1.9443,-0.52465,-0.27775,-0.52465,-0.27775,-0.52465,-0.27775
6509,4,-0.27097,0.046264,-0.27097,0.046264,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,-0.27097,0.99798,3.5359,2.5842,-0.27097,0.046264,-0.27097,-0.90545,-0.58821,-0.58821,2.9014,1.9497,-0.90545,-0.58821,-0.90545,2.2669,2.9014,2.9014,2.9014,3.2186,2.9014,0.046264,-0.90545,-0.58821,-0.58821,-0.58821,-0.90545,-0.58821,-0.58821,-0.58821,-0.90545,-0.58821,-0.58821
6510,4,-0.15798,-0.48768,-0.15798,-0.15798,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.15798,-0.48768,-0.48768,-0.48768,1.1608,3.139,3.7984,3.4687,3.7984,3.4687,3.4687,2.1499,0.50142,0.17172,0.17172,0.17172,0.50142,0.17172,0.17172,0.17172,0.50142,0.17172,0.17172,0.17172,0.50142,0.17172,0.17172,0.17172
6511,4,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,0.96273,2.669,2.1002,2.3846,2.1002,2.669,2.3846,2.3846,2.669,2.9534,2.9534,2.669,2.9534,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.45915,-0.17477,-0.45915,-0.45915,-0.17477
6512,4,-0.71115,-0.71115,-0.71115,-0.49578,-0.71115,-0.71115,-0.71115,-0.49578,-0.71115,-0.71115,-0.71115,-0.49578,-0.71115,-0.71115,-0.71115,-0.49578,-0.71115,-0.71115,-0.71115,-0.49578,-0.71115,-0.71115,-0.71115,-0.49578,0.7964,1.6578,1.6578,1.8732,1.4425,-0.71115,-0.49578,-0.71115,-0.71115,-0.49578,-0.71115,-0.71115,-0.71115,-0.49578,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,-0.71115,0.58103,-0.71115,-0.71115,-0.49578,-0.28042,1.6578,1.6578,1.4425,-0.28042,-0.49578,-0.71115,-0.71115,0.58103,1.4425,1.6578,1.4425,1.4425,1.6578,1.8732,1.8732,1.6578,-0.49578,-0.28042,-0.71115,-0.49578,0.58103,1.8732,1.4425,1.4425,1.6578,1.4425,1.8732,1.6578,1.4425,1.4425,1.4425,-0.49578,-0.49578,-0.71115,-0.49578,-0.71115,-0.49578,-0.71115
6513,4,-0.58167,-0.76843,-0.58167,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,-0.76843,0.53887,1.4727,1.4727,1.6594,-0.58167,-0.76843,-0.76843,-0.76843,-0.58167,-0.76843,-0.76843,-0.76843,-0.58167,-0.76843,-0.76843,-0.76843,-0.58167,-0.76843,-0.76843,-0.76843,-0.76843,0.53887,1.6594,1.4727,1.6594,1.4727,1.6594,1.6594,1.4727,1.6594,1.4727,0.53887,-0.58167,-0.58167,-0.58167,-0.58167,-0.58167,-0.76843,-0.58167,-0.58167,-0.58167,-0.58167,1.0991,1.0991,1.2859,1.0991,1.0991,1.0991,1.0991,0.91239,1.0991,1.0991,1.0991,1.2859,1.2859,1.0991,1.2859,1.2859,1.2859,1.2859,1.2859,1.2859,1.2859,-1.1419,-0.95519,-1.1419,-1.1419,-1.1419,-0.95519
6514,4,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,-0.23908,-0.51231,-0.51231,-0.51231,1.9468,1.4003,-0.23908,0.85385,2.7665,3.0397,3.0397,2.7665,1.6736,0.30739,0.034154,0.034154,0.034154,0.30739,2.7665,3.3129,3.5862,2.22,0.034154,0.30739,0.034154,0.30739,0.034154,0.30739,0.034154,0.30739
6515,4,-0.055237,0.38666,-0.055237,0.38666,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,-0.055237,0.38666,2.5961,4.8056,5.6894,4.3637,-0.055237,0.38666,0.38666,0.38666,-0.055237,-0.055237,-0.93903,-0.49713,-0.93903,-0.49713,-0.93903,-0.49713,-0.93903,-0.49713,-0.93903,-0.49713,-0.49713,-0.93903,-0.49713,-0.93903,-0.49713,-0.93903,-0.49713,-0.93903,-0.49713,-0.93903,-0.49713,-0.93903,-0.49713
6516,4,-0.56704,-0.22031,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,-0.56704,-0.22031,-0.56704,-0.56704,0.47313,3.9404,3.9404,0.47313,0.47313,0.12641,0.12641,0.12641,0.47313,0.12641,0.12641,0.12641,0.81985,0.47313,1.86,4.2871,4.2871,2.2067,0.47313,0.12641,0.47313,0.12641,0.47313,0.12641,0.47313,0.12641,0.47313,0.12641,0.12641,0.47313,0.12641,0.12641,0.47313,0.12641,0.12641
6517,4,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,-0.44098,0.74318,0.74318,-0.14494,0.1511,2.5194,2.8155,2.8155,2.8155,2.8155,-0.14494,1.0392,2.2234,-0.44098,-0.14494,-0.44098,-0.14494,2.2234,2.5194,2.5194,2.5194,2.5194,2.2234,0.1511,-0.44098,-0.14494,-0.44098,-0.44098
6518,4,-0.55552,-0.29151,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,1.2925,2.3486,1.2925,-0.29151,-0.55552,-0.29151,-0.55552,-0.29151,-0.55552,-0.29151,-0.55552,-0.29151,-0.55552,-0.29151,-0.55552,-0.29151,-0.55552,-0.29151,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,-0.55552,1.0285,2.3486,2.0846,1.0285,-0.55552,-0.55552,-0.29151,-0.55552,-0.55552,2.0846,2.0846,2.3486,1.5566,-0.29151,-0.55552,0.23651,2.6126,2.3486,2.6126,0.76453,-0.29151,-0.55552,-0.29151,-0.55552,-0.29151,-0.55552,-0.29151,1.8206,2.0846,2.3486,1.8206,1.2925,-0.55552,-0.55552,-0.29151,-0.55552
6519,4,-0.64613,-0.64613,-0.64613,-0.43075,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,1.9384,1.9384,1.9384,2.1538,-0.21538,-0.64613,-0.43075,-0.64613,-0.64613,-0.64613,-0.43075,-0.64613,-0.64613,-0.64613,-0.64613,-0.43075,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.64613,-0.8615,-0.43075,-0.64613,-0.64613,-0.43075,-0.64613,-0.64613,-0.64613,-0.43075,0.21538,1.2923,-0.43075,-0.64613,-0.64613,-0.43075,-0.64613,-0.64613,-0.21538,1.9384,1.5076,1.5076,-0.64613,-0.64613,-0.43075,-0.64613,-0.64613,0.43075,1.5076,1.5076,1.5076,1.5076,1.5076,1.723,1.723,1.723,1.5076,1.5076,1.723,1.5076,1.723,1.5076,1.5076,1.5076,1.723
6520,4,0.33791,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.71533,-0.083382,1.6018,1.3912,1.6018,1.6018,1.3912,1.3912,1.6018,1.3912,-0.71533,-0.71533,-0.71533,-0.50468,-0.71533,-0.71533,-0.71533,-0.50468,-0.71533,-0.71533,0.33791,0.96986,-0.50468,-0.71533,-0.50468,-0.71533,-0.50468,-0.71533,-0.50468,-0.71533,-0.50468,-0.71533,-0.50468,-0.71533,-0.50468,-0.71533,-0.50468,-0.71533,0.33791,-0.50468,-0.71533,-0.083382,1.8125,1.6018,1.6018,1.6018,1.6018,1.6018,1.6018,1.6018,1.3912,-0.71533,-0.50468,-0.71533,-0.50468,1.6018,1.8125,1.6018,1.6018,1.3912,2.0231,1.8125,1.8125,0.54856,-0.71533,-0.50468,-0.71533,-0.50468,-0.71533,-0.50468,-0.71533
6521,4,0.10847,-0.34427,0.10847,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,-0.34427,3.7303,0.10847,-0.34427,0.10847,-0.34427,-0.34427,-0.34427,0.10847,-0.34427,-0.34427,-0.34427,0.10847,2.3721,4.1831,0.5612,1.9194,1.4667,-0.34427,-0.34427,-0.34427,-0.34427,0.10847,-0.34427,-0.34427,-0.34427,1.9194,4.6358,4.1831,0.10847,-0.34427,0.10847,-0.34427,0.10847,-0.34427,0.10847,-0.34427
6522,4,0.13191,-0.30475,0.13191,-0.30475,0.13191,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,-0.30475,0.13191,4.9352,4.9352,0.56857,-0.30475,-0.30475,1.4419,2.3152,-0.30475,-0.30475,0.13191,-0.30475,-0.30475,-0.30475,0.13191,-0.30475,-0.30475,-0.30475,0.56857,3.1885,-0.30475,-0.30475,4.4985,0.56857,-0.30475,-0.30475,-0.30475,0.13191,-0.30475,-0.30475,-0.30475,0.13191,-0.30475,-0.30475
6523,4,-0.48505,-0.22197,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,-0.48505,1.6196,2.4088,2.1457,2.1457,2.4088,2.1457,2.1457,0.041106,-0.48505,1.0934,-0.48505,-0.22197,0.56726,0.041106,-0.22197,-0.48505,-0.22197,-0.48505,2.4088,2.1457,2.1457,2.4088,2.4088,2.4088,2.4088,2.4088,-0.48505,-0.22197,-0.48505,-0.22197,-0.48505,-0.22197,-0.48505
6524,4,-0.067545,-0.37632,-0.067545,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,0.55001,2.7114,3.329,-0.37632,-0.37632,-0.067545,-0.37632,-0.37632,-0.37632,-0.067545,-0.37632,-0.37632,-0.37632,-0.067545,-0.37632,-0.37632,-0.37632,-0.067545,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,-0.37632,1.7851,3.0202,3.0202,3.0202,3.0202,2.7114,3.0202,3.0202,0.24123,-0.37632,-0.067545
6525,4,-0.38179,-0.063079,-0.38179,-0.063079,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,-0.38179,1.5305,3.1241,3.1241,3.1241,3.1241,3.1241,0.57435,-0.38179,-0.063079,-0.38179,-0.063079,-0.38179,-0.063079,-0.38179,-0.063079,-0.38179,-0.063079,0.89306,2.8053,2.8053,2.8053,2.8053
6526,4,1.7001,1.9192,-0.49063,-0.27156,-0.49063,-0.27156,-0.49063,-0.27156,-0.49063,-0.27156,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.27156,2.1382,2.1382,1.9192,1.9192,0.60473,-0.27156,-0.49063,-0.49063,-0.49063,-0.27156,-0.49063,-0.49063,-0.49063,-0.27156,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.49063,-0.27156,1.9192,1.9192,1.9192,1.7001,1.7001,1.9192,1.9192,1.9192,1.9192,2.1382,1.9192,2.1382,0.38566,-0.49063,-0.49063,-0.7097,-0.7097,-0.92877,-0.7097,-0.92877,-0.7097,-0.92877,-0.7097,-0.92877,-0.7097,-0.92877,-0.7097,-0.92877,-0.7097,-0.92877,-0.92877,0.8238,1.2619,1.2619
6527,4,2.1407,1.8751,-0.24891,-0.51442,-0.24891,-0.51442,-0.24891,-0.51442,-0.24891,-0.51442,-0.51442,-0.51442,-0.24891,-0.51442,-0.51442,-0.51442,-0.24891,-0.51442,-0.51442,-0.51442,-0.24891,-0.51442,-0.51442,-0.51442,-0.24891,-0.51442,-0.51442,-0.51442,-0.24891,-0.51442,-0.51442,-0.51442,-0.24891,-0.51442,-0.51442,-0.51442,-0.24891,-0.51442,-0.51442,-0.24891,-0.51442,-0.51442,-0.51442,-0.24891,-0.51442,-0.51442,-0.51442,-0.24891,-0.51442,-0.51442,0.54761,2.9372,-0.24891,-0.24891,-0.51442,-0.24891,-0.51442,-0.24891,-0.51442,-0.24891,-0.51442,-0.24891,-0.51442,-0.24891,-0.51442,-0.24891,-0.51442,-0.24891,-0.51442,-0.51442,1.3441,-0.24891,-0.24891,-0.24891,-0.24891,-0.24891,-0.51442,-0.24891,-0.24891,-0.24891,-0.24891,-0.24891,2.4062,2.6717,2.6717,2.6717,2.9372,2.6717,2.4062,2.9372,2.1407,-0.24891,-0.24891,-0.51442,-0.24891,-0.24891
